THỜI KHÓA BIỂU DỰ KIẾN KỲ 20251 - CẬP NHẬT NGÀY 12.09.2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Min,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20251,THKHSS,758724,758724,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ01,1,2,0730-1145,2,6,Sáng,"11,12,13",C4-206A,NULL,14,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758724,758724,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ01,2,3,0730-1145,2,6,Sáng,"11,12,13",C4-206A,NULL,14,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758725,758725,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ02,1,4,0730-1145,2,6,Sáng,"11,12,13",C4-206A,NULL,17,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758725,758725,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ02,2,5,0730-1145,2,6,Sáng,"11,12,13",C4-206A,NULL,17,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758726,758726,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ03,1,6,0730-1145,2,6,Sáng,"11,12,13",C4-206A,NULL,18,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758726,758726,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ03,2,7,0730-1145,2,6,Sáng,"11,12,13",C4-206A,NULL,18,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758727,758727,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ04,1,2,0730-1145,2,6,Sáng,"14,15,16",C4-206A,NULL,7,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758727,758727,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ04,2,3,0730-1145,2,6,Sáng,"14,15,16",C4-206A,NULL,7,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758728,758728,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ05,1,4,0730-1145,2,6,Sáng,"14,15,16",C4-206A,NULL,17,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758728,758728,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ05,2,5,0730-1145,2,6,Sáng,"14,15,16",C4-206A,NULL,17,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758729,758729,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ06,1,6,0730-1145,2,6,Sáng,"14,15,16",C4-206A,NULL,16,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758729,758729,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ06,2,7,0730-1145,2,6,Sáng,"14,15,16",C4-206A,NULL,16,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758730,758730,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ07,1,2,0730-1145,2,6,Sáng,"17,18",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758730,758730,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ07,2,4,0730-1145,2,6,Sáng,"17,18",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758730,758730,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ07,3,6,0730-1145,2,6,Sáng,"17,18",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758731,758731,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ08,1,3,0730-1145,2,6,Sáng,"17,18",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758731,758731,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ08,2,5,0730-1145,2,6,Sáng,"17,18",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758731,758731,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ08,3,7,0730-1145,2,6,Sáng,"17,18",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758732,758732,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ09,1,7,1315-1730,2,6,Chiều,"13,14,15",C4-206A,NULL,18,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758732,758732,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ09,2,7,1315-1730,2,6,Chiều,"16,17,18",C4-206A,NULL,18,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,761329,761329,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ10,1,5,1315-1730,2,6,Chiều,"7, 8, 9",C4-206A,NULL,15,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,761329,761329,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ10,2,7,0730-1145,2,6,Sáng,"7, 8, 9",C4-206A,NULL,15,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,761330,761330,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ11,1,3,0730-1145,2,6,Sáng,"7, 8, 9",C4-206A,NULL,15,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,761330,761330,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food,2(1-0-2-4),CQ11,2,7,1315-1730,2,6,Chiều,"7, 8, 9",C4-206A,NULL,15,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,161697,161697,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food ,2(1-0-2-4),**CTTT-Thực phẩm-K67S,1,2,1015-1145,5,6,Sáng,"2,4,6,8,11,13,15,17,19",C7-228,TN,38,NULL,40,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,758733,758733,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food ,2(1-0-2-4),CQE01,1,2,1315-1730,2,6,Chiều,"11,12,13",C4-206A,NULL,20,NULL,20,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758733,758733,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food ,2(1-0-2-4),CQE01,2,3,1315-1730,2,6,Chiều,"11,12,13",C4-206A,NULL,20,NULL,20,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758734,758734,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food ,2(1-0-2-4),CQE02,1,4,1315-1730,2,6,Chiều,"11,12,13",C4-206A,NULL,16,NULL,20,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758734,758734,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food ,2(1-0-2-4),CQE02,2,5,1315-1730,2,6,Chiều,"11,12,13",C4-206A,NULL,16,NULL,20,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758735,758735,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food ,2(1-0-2-4),CQE03,1,6,1315-1730,2,6,Chiều,"11,12,13",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,ELITECH,
20251,THKHSS,758735,758735,BF4522E,Kỹ thuật phân tích cảm quan thực phẩm,Sensory Analysis of Food ,2(1-0-2-4),CQE03,2,7,1315-1730,2,6,Chiều,"11,12,13",C4-206A,NULL,1,NULL,15,Huỷ lớp,TN,AB,ELITECH,
20251,THKHSS,163506,163506,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),QLCL-K67S,1,6,1015-1145,5,6,Sáng,11-19,D4-406,TN,52,39,55,Kết thúc ĐK,LT+BT,B,CT CHUẨN,
20251,THKHSS,758736,758736,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH01,1,2,1315-1730,2,6,Chiều,"14,15",C4-204,NULL,17,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758736,758736,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH01,2,4,1315-1730,2,6,Chiều,"14,15",C4-204,NULL,17,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758736,758736,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH01,3,5,1315-1730,2,6,Chiều,"14,15",C4-204,NULL,17,NULL,18,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758737,758737,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH02,1,2,1315-1730,2,6,Chiều,"16,17",C4-204,NULL,18,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758737,758737,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH02,2,4,1315-1730,2,6,Chiều,"16,17",C4-204,NULL,18,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758737,758737,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH02,3,5,1315-1730,2,6,Chiều,"16,17",C4-204,NULL,18,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758738,758738,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH03,1,2,1315-1730,2,6,Chiều,"18,19",C4-204,NULL,17,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758738,758738,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH03,2,4,1315-1730,2,6,Chiều,"18,19",C4-204,NULL,17,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758738,758738,BF4523,Phân tích thành phần lý hóa thực phẩm,Food Analysis,2(1-0-2-4),LH03,3,5,1315-1730,2,6,Chiều,"18,19",C4-204,NULL,17,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,163507,163507,BF4524,Hệ thống quản lý và đảm bảo chất lượng thực phẩm,Food Quality Assurance and Management System,3(2-2-0-6),QLCL-K67S,1,6,0645-1005,1,4,Sáng,"2-9,11-19",D4-406,NULL,57,44,60,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163508,163508,BF4525,Thống kê ứng dụng trong Công nghệ Thực phẩm,Statistical analysis in Food Technology,2(2-1-0-4),QLCL-K67S,1,2,0645-0910,1,3,Sáng,"2-9,11-19",D8-304,NULL,54,41,55,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163509,163509,BF4526,Marketing thực phẩm,Food Marketing,2(2-0-0-4),QLCL-K67S,1,3,1015-1145,5,6,Sáng,"2-9,11-19",C7-230,NULL,44,37,50,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,161821,161821,BF4526E,Marketing thực phẩm,Food Marketing,2(2-0-0-4),**CTTT-Thực phẩm-K68C,1,6,1505-1645,4,5,Chiều,"2-9,11-19",C7-119,NULL,32,NULL,40,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,755619,755619,BF4527,Đồ án Chuyên ngành Quản lý chất lượng,Project in Food Quality Management,1(0-2-0-2),Liên hệ Khoa KT Thực phẩm,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,42,31,300,Kết thúc ĐK,ĐA,AB,CT CHUẨN,
20251,THKHSS,163510,163510,BF4531,Máy và thiết bị chế biến thực phẩm,Food Processing Machines and Equipments,3(3-0-0-6),QTTBCNTP-K67C,1,4,1410-1730,3,6,Chiều,"2-9,11-19",D7-401,NULL,20,NULL,40,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163511,163511,BF4532,Điều khiển tự động các quá trình công nghệ thực phẩm,Automatic Control in Food-Processing Industry,2(2-1-0-4),QTTBCNTP-K67S,1,6,0920-1145,4,6,Sáng,"2-9,11-19",D7-402,NULL,20,NULL,40,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758618,758618,BF4533,Thí nghiệm chuyên ngành QTTB,Procces and Equipment Lab,2(0-0-4-4),CN1,1,2,1315-1730,2,6,Chiều,"5-10,12-17",C4-301,NULL,21,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758618,758618,BF4533,Thí nghiệm chuyên ngành QTTB,Procces and Equipment Lab,2(0-0-4-4),CN1,1,2,1315-1730,2,6,Chiều,"5-10,12-17",TTB4,NULL,21,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758619,758619,BF4533,Thí nghiệm chuyên ngành QTTB,Procces and Equipment Lab,2(0-0-4-4),CN2,1,3,1315-1730,2,6,Chiều,"5-10,12-17",C4-301,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758619,758619,BF4533,Thí nghiệm chuyên ngành QTTB,Procces and Equipment Lab,2(0-0-4-4),CN2,1,3,1315-1730,2,6,Chiều,"5-10,12-17",TTB4,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,163512,163512,BF4534,Máy tự động trong sản xuất TP,Automatic Machines in Food Processing,2(2-0-0-4),QTTBCNTP-K67S,1,6,0730-0910,2,3,Sáng,"2-9,11-19",D7-402,NULL,19,NULL,40,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,755620,755620,BF4535,Đồ án chuyên ngành QTTB,Project in Procces and Equipment,2(0-4-0-4),Liên hệ Khoa KT Thực phẩm,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,20,NULL,300,Kết thúc ĐK,ĐA,AB,CT CHUẨN,
20251,THKHSS,161695,161695,BF4559E,Vi sinh vật thực phẩm và bảo quản sau thu hoạch,Food Microbiology and Preservation,3(3-0-0-6),**CTTT-Thực phẩm-K67S,1,3,0920-1145,4,6,Sáng,"2-9,11-19",C7-228,NULL,42,30,42,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,161698,161698,BF4561E,Phân tích nhanh thực phẩm,Food rapid Analysis ,3(2-0-2-4),**CTTT-Thực phẩm-K67S,1,2,0645-0815,1,2,Sáng,"2-9,11-19",C7-228,TN,29,NULL,40,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,758524,758524,BF4561E,Phân tích nhanh thực phẩm,Food rapid Analysis ,3(2-0-2-4),PTN1,1,7,1315-1730,2,6,Chiều,"11,12,13,14,15",B1-306,NULL,13,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758525,758525,BF4561E,Phân tích nhanh thực phẩm,Food rapid Analysis ,3(2-0-2-4),PTN2,1,7,0730-1145,2,6,Sáng,"11,12,13,14,15",B1-306,NULL,16,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,161699,161699,BF4562E,Hệ thống quản lý chất lượng TP,Quality Management System,2(2-0-0-4),**CTTT-Thực phẩm-K67S,1,2,0825-1005,3,4,Sáng,"2-9,11-19",C7-228,NULL,36,NULL,40,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,758566,758566,BF4598E,Đồ án CNTP,Project in Food Technology ,2(0-1-3-4),PJ1,1,7,0730-1145,2,6,Sáng,"4,5,6",C4-112,NULL,11,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758566,758566,BF4598E,Đồ án CNTP,Project in Food Technology ,2(0-1-3-4),PJ1,2,7,0730-1145,2,6,Sáng,"7,8,9",C4-111,NULL,11,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758566,758566,BF4598E,Đồ án CNTP,Project in Food Technology ,2(0-1-3-4),PJ1,3,7,0730-1145,2,6,Sáng,"11,12,13",C4-209,NULL,11,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758568,758568,BF4598E,Đồ án CNTP,Project in Food Technology ,2(0-1-3-4),PJ2,1,7,1315-1730,2,6,Chiều,"4,5,6",C4-112,NULL,16,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758568,758568,BF4598E,Đồ án CNTP,Project in Food Technology ,2(0-1-3-4),PJ2,2,7,1315-1730,2,6,Chiều,"7,8,9",C4-111,NULL,16,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758568,758568,BF4598E,Đồ án CNTP,Project in Food Technology ,2(0-1-3-4),PJ2,3,7,1315-1730,2,6,Chiều,"11,12,13",C4-209,NULL,16,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,760957,760957,BF4598E,Đồ án CNTP,Project in Food Technology ,2(0-1-3-4),Liên hệ Khoa KT Thực phẩm,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,TN,27,NULL,300,Kết thúc ĐK,ĐA,AB,ELITECH,
20251,THKHSS,163205,163205,BF4604,Kỹ thuật phân tích y sinh,Biomedical analytical techniques,3(2-1-0.5-6),Y sinh - MĐ 4-K67C,1,3,1230-1455,1,3,Chiều,"2-9,11-19",C7-133,TN,11,NULL,20,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758491,758491,BF4604,Kỹ thuật phân tích y sinh,Biomedical analytical techniques,3(2-1-0.5-6),YSPT1,1,2,0730-1145,2,6,Sáng,"11,12",B1-305,NULL,11,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,163206,163206,BF4605,Kỹ thuật chẩn đoán phân tử,Molecular Diagnostics,3(2-1-0.5-6),Y sinh - MĐ 4-K67C,1,3,1505-1730,4,6,Chiều,"2-9,11-19",C7-133,TN,11,NULL,20,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758492,758492,BF4605,Kỹ thuật chẩn đoán phân tử,Molecular Diagnostics,3(2-1-0.5-6),YSCĐ1,1,5,1315-1730,2,6,Chiều,"11,12",B1-306,NULL,11,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,163207,163207,BF4606,Kỹ thuật miễn dịch và enzyme,Immunological and enzymatic diagnostic techniques,3(2-1-0.5-6),Y sinh - MĐ 4-K67C,1,6,1230-1455,1,3,Chiều,"2-9,11-19",C7-133,TN,11,NULL,20,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758493,758493,BF4606,Kỹ thuật miễn dịch và enzyme,Immunological and enzymatic diagnostic techniques,3(2-1-0.5-6),YSME1,1,5,0730-1145,2,6,Sáng,"11,12",B1-307,NULL,11,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,163208,163208,BF4607,Phát triển sinh phẩm chẩn đoán,Diagnostic Kit Development,3(2-1-0.5-6),Y sinh - MĐ 4-K67C,1,6,1505-1730,4,6,Chiều,"2-9,11-19",C7-133,TN,0,NULL,20,Huỷ lớp,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758494,758494,BF4607,Phát triển sinh phẩm chẩn đoán,Diagnostic Kit Development,3(2-1-0.5-6),YSSP1,1,6,0730-1145,2,6,Sáng,"11,12",B1-307,NULL,0,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,163204,163204,BF4608,Quản lý chất lượng trong KTYS,Quality management in Biomedical Engineering,3(3-0-0-6),Y sinh - MĐ 4-K67C,1,4,1505-1730,4,6,Chiều,"2-9,11-19",C7-125,NULL,0,NULL,20,Huỷ lớp,LT+BT,AB,CT CHUẨN,
20251,THKHSS,161692,161692,BF4661E,Quản lý chất lượng trong công nghiệp dược phẩm và thực phẩm,Quality Management in Pharmaceutical and Food Industry,2(2-0-0-4),**CTTT-Hóa dược-K67S,1,3,0730-0910,2,3,Sáng,"2-9,11-19",C7-119,NULL,45,34,50,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,163481,163481,BF4701,Kỹ thuật sinh học xử lý chất thải,Waste Biotreatment,3(2-2-0-6),Sinh học môi trường-K67S,1,5,0645-1005,1,4,Sáng,"2-9,11-19",D9-202,NULL,56,44,70,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163478,163478,BF4705,Kỹ thuật lên men,Fermentation Engineering,3(2-2-0-6),Sinh học công nghiệp-K67S,1,2,0645-1005,1,4,Sáng,"2-9,11-19",C7-115,NULL,79,69,80,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758555,758555,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM1,1,2,1230-1645,1,5,Chiều,"8,9",C4-401,NULL,10,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758555,758555,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM1,2,3,1230-1645,1,5,Chiều,"8,9",C4-401,NULL,10,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758555,758555,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM1,3,4,1230-1645,1,5,Chiều,"8,9",C4-401,NULL,10,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758555,758555,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM1,4,5,1230-1645,1,5,Chiều,"8,9",C4-401,NULL,10,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758555,758555,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM1,5,6,1230-1645,1,5,Chiều,"8,9",C4-401,NULL,10,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758556,758556,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM2,1,2,1230-1645,1,5,Chiều,"8,9",B1-305,NULL,12,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758556,758556,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM2,2,3,1230-1645,1,5,Chiều,"8,9",B1-305,NULL,12,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758556,758556,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM2,3,4,1230-1645,1,5,Chiều,"8,9",B1-305,NULL,12,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758556,758556,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM2,4,5,1230-1645,1,5,Chiều,"8,9",B1-305,NULL,12,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758556,758556,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM2,5,6,1230-1645,1,5,Chiều,"8,9",B1-305,NULL,12,NULL,16,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758557,758557,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM3,1,2,1230-1645,1,5,Chiều,"11,12",C4-401,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758557,758557,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM3,2,3,1230-1645,1,5,Chiều,"11,12",C4-401,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758557,758557,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM3,3,4,1230-1645,1,5,Chiều,"11,12",C4-401,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758557,758557,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM3,4,5,1230-1645,1,5,Chiều,"11,12",C4-401,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758557,758557,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM3,5,6,1230-1645,1,5,Chiều,"11,12",C4-401,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758558,758558,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM4,1,2,0730-1145,2,6,Sáng,"11,12",B1-305,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758558,758558,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM4,2,3,0730-1145,2,6,Sáng,"11,12",B1-305,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758558,758558,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM4,3,4,0730-1145,2,6,Sáng,"11,12",B1-305,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758558,758558,BF4708,Thí nghiệm kỹ thuật lên men,Practical work in Fermentation Engineering,2(0-0-4-4),KTLM4,4,5,0730-1145,2,6,Sáng,"11,12",B1-305,NULL,0,NULL,16,Huỷ lớp,TN,AB,CT CHUẨN,
