THỜI KHÓA BIỂU DỰ KIẾN KỲ 20251 - CẬP NHẬT NGÀY 12.09.2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Min,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20251,TCK,758434,758434,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm02,15,4,0825-1145,0825,1145,Sáng,8,T-101,NULL,NULL,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,1,6,0825-1145,0825,1145,Sáng,2,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,2,7,0825-1145,0825,1145,Sáng,2,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,3,6,0825-1145,0825,1145,Sáng,3,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,4,7,0825-1145,0825,1145,Sáng,3,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,5,6,0825-1145,0825,1145,Sáng,4,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,6,7,0825-1145,0825,1145,Sáng,4,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,7,6,0825-1145,0825,1145,Sáng,5,T-106,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,8,7,0825-1145,0825,1145,Sáng,5,T-106,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,9,6,0825-1145,0825,1145,Sáng,6,T-101B,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,10,7,0825-1145,0825,1145,Sáng,6,T-101B,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,11,6,0825-1145,0825,1145,Sáng,7,T-110,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,12,7,0825-1145,0825,1145,Sáng,7,T-110,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,13,6,0825-1145,0825,1145,Sáng,8,T-206,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,14,7,0825-1145,0825,1145,Sáng,8,T-206,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758435,758435,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm03,15,6,0825-1145,0825,1145,Sáng,9,T-101,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,1,6,0825-1145,0825,1145,Sáng,5,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,2,7,0825-1145,0825,1145,Sáng,5,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,3,6,0825-1145,0825,1145,Sáng,6,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,4,7,0825-1145,0825,1145,Sáng,6,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,5,6,0825-1145,0825,1145,Sáng,7,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,6,7,0825-1145,0825,1145,Sáng,7,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,7,6,0825-1145,0825,1145,Sáng,2,T-106,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,8,7,0825-1145,0825,1145,Sáng,2,T-106,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,9,6,0825-1145,0825,1145,Sáng,3,T-101B,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,10,7,0825-1145,0825,1145,Sáng,3,T-101B,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,11,6,0825-1145,0825,1145,Sáng,4,T-110,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,12,7,0825-1145,0825,1145,Sáng,4,T-110,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,13,6,0825-1145,0825,1145,Sáng,9,T-206,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,14,7,0825-1145,0825,1145,Sáng,9,T-206,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758436,758436,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm04,15,6,0825-1145,0825,1145,Sáng,8,T-101,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,1,4,1410-1730,1410,1730,Chiều,2,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,2,5,1410-1730,1410,1730,Chiều,2,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,3,4,1410-1730,1410,1730,Chiều,3,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,4,5,1410-1730,1410,1730,Chiều,3,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,5,4,1410-1730,1410,1730,Chiều,4,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,6,5,1410-1730,1410,1730,Chiều,4,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,7,4,1410-1730,1410,1730,Chiều,5,T-106,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,8,5,1410-1730,1410,1730,Chiều,5,T-106,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,9,4,1410-1730,1410,1730,Chiều,6,T-101B,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,10,5,1410-1730,1410,1730,Chiều,6,T-101B,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,11,4,1410-1730,1410,1730,Chiều,7,T-110,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,12,5,1410-1730,1410,1730,Chiều,7,T-110,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,13,4,1410-1730,1410,1730,Chiều,8,T-206,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,14,5,1410-1730,1410,1730,Chiều,8,T-206,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758437,758437,ME4601,Thực tập xưởng Hệ thống SXTĐ,Internship: automated manufacturing systems,2(0-0-4-4),1AB_Nhóm05,15,4,1410-1730,1410,1730,Chiều,9,T-101,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,1,4,1410-1730,1410,1730,Chiều,5,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,2,5,1410-1730,1410,1730,Chiều,5,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,3,4,1410-1730,1410,1730,Chiều,6,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,4,5,1410-1730,1410,1730,Chiều,6,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,5,4,1410-1730,1410,1730,Chiều,7,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,6,5,1410-1730,1410,1730,Chiều,7,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,7,4,1410-1730,1410,1730,Chiều,2,T-106,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,8,5,1410-1730,1410,1730,Chiều,2,T-106,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,9,4,1410-1730,1410,1730,Chiều,3,T-101B,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,10,5,1410-1730,1410,1730,Chiều,3,T-101B,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,11,4,1410-1730,1410,1730,Chiều,4,T-110,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,12,5,1410-1730,1410,1730,Chiều,4,T-110,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,13,4,1410-1730,1410,1730,Chiều,9,T-206,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,14,5,1410-1730,1410,1730,Chiều,9,T-206,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758438,758438,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,15,4,1410-1730,1410,1730,Chiều,8,T-101,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,1,6,1410-1730,1410,1730,Chiều,2,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,2,7,1410-1730,1410,1730,Chiều,2,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,3,6,1410-1730,1410,1730,Chiều,3,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,4,7,1410-1730,1410,1730,Chiều,3,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,5,6,1410-1730,1410,1730,Chiều,4,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,6,7,1410-1730,1410,1730,Chiều,4,T-512,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,7,6,1410-1730,1410,1730,Chiều,5,T-106,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,8,7,1410-1730,1410,1730,Chiều,5,T-106,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,9,6,1410-1730,1410,1730,Chiều,6,T-101B,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,10,7,1410-1730,1410,1730,Chiều,6,T-101B,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,11,6,1410-1730,1410,1730,Chiều,7,T-110,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,12,7,1410-1730,1410,1730,Chiều,7,T-110,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,13,6,1410-1730,1410,1730,Chiều,8,T-206,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,14,7,1410-1730,1410,1730,Chiều,8,T-206,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758439,758439,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm02,15,6,1410-1730,1410,1730,Chiều,9,T-101,NULL,15,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,1,6,1410-1730,1410,1730,Chiều,5,T-512,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,2,7,1410-1730,1410,1730,Chiều,5,T-512,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,3,6,1410-1730,1410,1730,Chiều,6,T-512,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,4,7,1410-1730,1410,1730,Chiều,6,T-512,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,5,6,1410-1730,1410,1730,Chiều,7,T-512,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,6,7,1410-1730,1410,1730,Chiều,7,T-512,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,7,6,1410-1730,1410,1730,Chiều,2,T-106,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,8,7,1410-1730,1410,1730,Chiều,2,T-106,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,9,6,1410-1730,1410,1730,Chiều,3,T-101B,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,10,7,1410-1730,1410,1730,Chiều,3,T-101B,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,11,6,1410-1730,1410,1730,Chiều,4,T-110,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,12,7,1410-1730,1410,1730,Chiều,4,T-110,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,13,6,1410-1730,1410,1730,Chiều,9,T-206,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,14,7,1410-1730,1410,1730,Chiều,9,T-206,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758440,758440,ME4602,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm03,15,6,1410-1730,1410,1730,Chiều,8,T-101,NULL,5,NULL,15,Kết thúc ĐK,TH,AB,CT CHUẨN,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,1,6,1410-1730,1410,1730,Chiều,14,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,2,7,1410-1730,1410,1730,Chiều,14,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,3,6,1410-1730,1410,1730,Chiều,15,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,4,7,1410-1730,1410,1730,Chiều,15,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,5,6,1410-1730,1410,1730,Chiều,16,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,6,7,1410-1730,1410,1730,Chiều,16,T-512,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,7,6,1410-1730,1410,1730,Chiều,11,T-106,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,8,7,1410-1730,1410,1730,Chiều,11,T-106,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
20251,TCK,758451,758451,ME4602E,Thực tập xưởng TBTĐ,Internship: automatic equipments,2(0-0-4-4),1AB_Nhóm01,9,6,1410-1730,1410,1730,Chiều,12,T-101B,NULL,16,NULL,15,Kết thúc ĐK,TH,AB,ELITECH,
