THỜI KHÓA BIỂU DỰ KIẾN KỲ 20252 - CẬP NHẬT NGÀY 23.02.2026,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20252,TDDT,764689,764689,EE3600,Hệ thống đo và điều khiển công nghiệp,Industrial Measurement and Control Systems,3(3-0-1-6),N28,1,3,1330-1600,1330,1600,Chiều,"37,40",D8-909,NULL,20,20,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,170741,170741,EE3601,Hệ thống đo và truyền thông công nghiệp,Industrial Instrumentation and Communication System,2(2-0-0-4),KSCS - Nhiệt lạnh - MĐ 2-K69C,1,3,1230-1400,1,2,Chiều,"25-32,34-42",D6-105,NULL,14,30,Điều chỉnh ĐK,LT+BT,AB,KSCSDT,
20252,TDDT,167967,167967,EE3601E,Hệ thống đo và điều khiển công nghiệp,Industrial Instrumentation and Control System,3(3-0-1-6),**CTTT-ĐK&TĐH-K68S,1,6,0645-0910,1,3,Sáng,"25-32,34-42",C7-212,TN,52,60,Điều chỉnh ĐK,LT+BT,AB,ELITECH,
20252,TDDT,764690,764690,EE3601E,Hệ thống đo và điều khiển công nghiệp,Industrial Instrumentation and Control System,3(3-0-1-6),N1,1,4,1330-1600,1330,1600,Chiều,"37,40",D8-909,NULL,10,20,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,764691,764691,EE3601E,Hệ thống đo và điều khiển công nghiệp,Industrial Instrumentation and Control System,3(3-0-1-6),N2,1,5,1330-1600,1330,1600,Chiều,"37,40",D8-909,NULL,20,20,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,764692,764692,EE3601E,Hệ thống đo và điều khiển công nghiệp,Industrial Instrumentation and Control System,3(3-0-1-6),N3,1,6,1330-1600,1330,1600,Chiều,"37,40",D8-909,NULL,21,20,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,170622,170622,EE3626,Cảm biến và thiết bị đo,"Measument, Instrumentation and Sensors",2(2-0-0-4),**PFIEV-Tin học công nghiệp-K67C,1,3,1505-1645,4,5,Chiều,"25-32,34-42",C7-114,NULL,23,40,Điều chỉnh ĐK,LT+BT,AB,ELITECH,
20252,TDDT,167887,167887,EE3628,Cảm biến và thiết bị đo,Sensors and Measuring Instruments,3(3-0-1-6),**PFIEV-Tin học công nghiệp-K68C,1,6,1505-1730,4,6,Chiều,"25-32,34-42",C7-105,TN,18,45,Điều chỉnh ĐK,LT+BT,AB,ELITECH,
20252,TDDT,764659,764659,EE3628,Cảm biến và thiết bị đo,Sensors and Measuring Instruments,3(3-0-1-6),N01,1,6,0830-1100,0830,1100,Sáng,"36,39",D8-909,NULL,2,18,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,764660,764660,EE3628,Cảm biến và thiết bị đo,Sensors and Measuring Instruments,3(3-0-1-6),N02,1,2,0830-1100,0830,1100,Sáng,"37,40",D8-909,NULL,7,18,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,764661,764661,EE3628,Cảm biến và thiết bị đo,Sensors and Measuring Instruments,3(3-0-1-6),N03,1,3,0830-1100,0830,1100,Sáng,"37,40",D8-909,NULL,9,18,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,168191,168191,EE3706,Mạch tuyến tính 1,Linear Circuits 1,3(3-1-0-6),"**(Blend)-CTTT-ĐK&TĐH, NL tái tạo-K69S",1,4,0645-0910,1,3,Sáng,"25-32,34-42",C7-113,NULL,35,45,Điều chỉnh ĐK,LT+BT,AB,ELITECH,Blend
20252,TDDT,168192,168192,EE3706,Mạch tuyến tính 1,Linear Circuits 1,3(3-1-0-6),"**(Blend)-CTTT-ĐK&TĐH, NL tái tạo-K69S",1,4,0920-1145,4,6,Sáng,"25-32,34-42",C7-113,NULL,57,45,Điều chỉnh ĐK,LT+BT,AB,ELITECH,Blend
20252,TDDT,766558,766558,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N01,1,2,0800-0930,0800,0930,Sáng,"32,37,41",D8-803,NULL,6,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766559,766559,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N02,1,2,0930-1100,0930,1100,Sáng,"32,37,41",D8-803,NULL,5,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766560,766560,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N03,1,3,0800-0930,0800,0930,Sáng,"32,37,41",D8-803,NULL,5,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766561,766561,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N04,1,3,0930-1100,0930,1100,Sáng,"32,37,41",D8-803,NULL,16,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766562,766562,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N05,1,4,0800-0930,0800,0930,Sáng,"32,37,41",D8-803,NULL,6,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766563,766563,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N06,1,4,0930-1100,0930,1100,Sáng,"32,37,41",D8-803,NULL,9,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766564,766564,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N07,1,5,0800-0930,0800,0930,Sáng,"32,37,41",D8-803,NULL,6,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766565,766565,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N08,1,5,0930-1100,0930,1100,Sáng,"32,37,41",D8-803,NULL,13,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766566,766566,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N09,1,6,0800-0930,0800,0930,Sáng,"32,37,41",D8-803,NULL,5,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766567,766567,EE3716,TN Mạch tuyến tính 1,Linear Circuit Lab 1,1(0-0-1-0),N10,1,6,0930-1100,0930,1100,Sáng,"32,37,41",D8-803,NULL,4,16,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,761227,761227,EE3810,Đồ án I,Project I,2(0-4-0-8),LT-CTHN-HTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,35,Kết thúc ĐK,ĐA,AB,VLVH,
20252,TDDT,762524,762524,EE3810,Đồ án I,Project I,2(0-4-0-8),EE-TN,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,27,40,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,762526,762526,EE3810,Đồ án I,Project I,2(0-4-0-8),EE2,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,391,400,Điều chỉnh ĐK,ĐA,AB,CT CHUẨN,
20252,TDDT,762527,762527,EE3810,Đồ án I,Project I,2(0-4-0-8),EE-EP,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,3,10,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,764063,764063,EE3810,Đồ án I,Project I,2(0-4-0-8),EE1,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,144,250,Điều chỉnh ĐK,ĐA,AB,CT CHUẨN,
20252,TDDT,762533,762533,EE3810E,Đồ án I,Project I,2(0-0-4-4),EE-E8,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,92,120,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,764064,764064,EE3810E,Đồ án I,Project I,2(0-0-4-4),EE-E18,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,23,80,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,762532,762532,EE3816,Đồ án I,Project I,2(0-0-4-4),PFIEV k68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,28,30,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,761317,761317,EE3820,Đồ án II,Project II,2(0-4-0-8),LT-BK-KTĐK&TĐH01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,23,Kết thúc ĐK,ĐA,AB,VLVH,
20252,TDDT,761488,761488,EE3820,Đồ án II,Project II,2(0-4-0-8),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,ĐA,AB,VLVH,
20252,TDDT,762534,762534,EE3820,Đồ án II,Project II,2(0-4-0-8),EE-TN,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,13,20,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,762535,762535,EE3820,Đồ án II,Project II,2(0-4-0-8),EE2,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,128,180,Điều chỉnh ĐK,ĐA,AB,CT CHUẨN,
20252,TDDT,762565,762565,EE3820,Đồ án II,Project II,2(0-4-0-8),EE-EP,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,11,30,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,763039,763039,EE3820,Đồ án II,Project II,2(0-4-0-8),DH-BK-KTĐK&TĐH01-K67,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,36,Kết thúc ĐK,ĐA,AB,VLVH,
20252,TDDT,764065,764065,EE3820,Đồ án II,Project II,2(0-4-0-8),EE1,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,64,250,Điều chỉnh ĐK,ĐA,AB,CT CHUẨN,
20252,TDDT,762566,762566,EE3821E,Đồ án II,Project II,2(0-0-4-4),EE-E8,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,27,50,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,764066,764066,EE3821E,Đồ án II,Project II,2(0-0-4-4),EE-E18,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,7,80,Điều chỉnh ĐK,ĐA,AB,ELITECH,
20252,TDDT,761499,761499,EE3910,Thực tập kỹ thuật,Engineering Practicum,2(0-0-4-4),B2CQ-KTĐK&TĐH01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,17,Kết thúc ĐK,TT,AB,VB2CQ-VLVH,
20252,TDDT,761607,761607,EE3910,Thực tập kỹ thuật,Engineering Practicum,2(0-0-4-4),LT-CTHN-HTĐ01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,76,Kết thúc ĐK,TT,AB,VLVH,
20252,TDDT,762520,762520,EE3910,Thực tập kỹ thuật,Engineering Practicum,2(0-0-4-4),EE-TN,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,4,20,Điều chỉnh ĐK,TT,AB,ELITECH,
20252,TDDT,762521,762521,EE3910,Thực tập kỹ thuật,Engineering Practicum,2(0-0-4-4),EE2,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,93,180,Điều chỉnh ĐK,TT,AB,CT CHUẨN,
20252,TDDT,766307,766307,EE3910,Thực tập kỹ thuật,Engineering Practicum,2(0-0-4-4),EE1,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,64,120,Điều chỉnh ĐK,TT,AB,CT CHUẨN,
20252,TDDT,762523,762523,EE3910E,Thực tập kỹ thuật ,Engineering Practicum,2(0-0-4-4),EE-E8,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,25,100,Điều chỉnh ĐK,TT,AB,ELITECH,
20252,TDDT,766308,766308,EE3910E,Thực tập kỹ thuật ,Engineering Practicum,2(0-0-4-4),EE-E18,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,3,40,Điều chỉnh ĐK,TT,AB,ELITECH,
20252,TDDT,166546,166546,EE4010,Lưới điện,Electrical Power Networks,3(3-1-0-8),KT điện - MĐ2 - K68C,1,5,1410-1730,3,6,Chiều,"25-32,34-42",D7-307,NULL,50,50,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,169039,169039,EE4010,Lưới điện,Electrical Power Networks,3(3-1-0-8),KT điện - MĐ2-K68C,1,5,1410-1730,3,6,Chiều,"25-32,34-42",D5-304,NULL,51,50,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,761489,761489,EE4010,Lưới điện,Electrical Power Networks,3(3-1-0-8),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,LT+BT,AB,VLVH,
20252,TDDT,167975,167975,EE4010E,Phân tích Hệ thống điện,Power system analysis,3(3-1-1-6),**CTTT-HTĐ&NL tái tạo-K68S,1,3,1015-1145,5,6,Sáng,"25-32,34-42",C7-214,TN,32,40,Điều chỉnh ĐK,LT+BT,AB,ELITECH,
20252,TDDT,167975,167975,EE4010E,Phân tích Hệ thống điện,Power system analysis,3(3-1-1-6),**CTTT-HTĐ&NL tái tạo-K68S,2,5,1015-1145,5,6,Sáng,"25-32,34-42",C7-205,TN,32,40,Điều chỉnh ĐK,LT+BT,AB,ELITECH,
20252,TDDT,766548,766548,EE4010E,Phân tích Hệ thống điện,Power system analysis,3(3-1-1-6),N1,1,2,1400-1700,1400,1700,Chiều,41,C7-E514,NULL,9,12,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766549,766549,EE4010E,Phân tích Hệ thống điện,Power system analysis,3(3-1-1-6),N2,1,3,1400-1700,1400,1700,Chiều,41,C7-E514,NULL,3,12,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766550,766550,EE4010E,Phân tích Hệ thống điện,Power system analysis,3(3-1-1-6),N3,1,4,1400-1700,1400,1700,Chiều,41,C7-E514,NULL,11,12,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766551,766551,EE4010E,Phân tích Hệ thống điện,Power system analysis,3(3-1-1-6),N4,1,5,1400-1700,1400,1700,Chiều,41,C7-E514,NULL,8,12,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,169095,169095,EE4018,Tự động hóa HTĐ,Power system automation,3(3-1-0-6),KSCS - KT điện - MĐ 2-K69S,1,4,0645-1005,1,4,Sáng,"25-32,34-42",D8-103,NULL,23,30,Điều chỉnh ĐK,LT+BT,AB,KSCSDT,
20252,TDDT,169040,169040,EE4020,Ngắn mạch trong hệ thống điện,Short Circuit Analysis,3(3-1-0-6),KT điện - MĐ2-K68C,1,2,1410-1730,3,6,Chiều,"25-32,34-42",D5-402,NULL,49,50,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,170558,170558,EE4020,Ngắn mạch trong hệ thống điện,Short Circuit Analysis,3(3-1-0-6),KT điện - MĐ2-K68S,1,3,0825-1145,3,6,Sáng,"25-32,34-42",D8-311,NULL,48,50,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,761490,761490,EE4020,Ngắn mạch trong hệ thống điện,Short Circuit Analysis,3(3-1-0-6),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,LT+BT,AB,VLVH,
20252,TDDT,167971,167971,EE4020E,Ngắn mạch trong hệ thống điện,Power System Short Circuit Analysis,3(3-1-0-6),**CTTT-HTĐ&NL tái tạo-K68S,1,2,0645-1005,1,4,Sáng,"25-32,34-42",C7-107,NULL,48,45,Điều chỉnh ĐK,LT+BT,AB,ELITECH,
20252,TDDT,169088,169088,EE4032,Nhà máy điện và trạm biến áp,Power Plant and Transformer Station,3(3-1-0-6),KT điện - MĐ2-K67S,1,5,0825-1145,3,6,Sáng,"25-32,34-42",D8-503,NULL,63,50,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,761493,761493,EE4032,Nhà máy điện và trạm biến áp,Power Plant and Transformer Station,3(3-1-0-6),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,LT+BT,AB,VLVH,
20252,TDDT,166545,166545,EE4040E,Bảo vệ và điều khiển hệ thống điện,Power System Protection and Control,3(3-1-1-6),CTTT HT điện và NL tái tạo 01-K68C,1,3,1230-1550,1,4,Chiều,"25-32,34-42",C7-209,TN,9,50,Điều chỉnh ĐK,LT+BT,AB,ELITECH,
20252,TDDT,766910,766910,EE4040E,Bảo vệ và điều khiển hệ thống điện,Power System Protection and Control,3(3-1-1-6),N1- CTTT HT điện và NL tái tạo,1,3,0830-1130,0830,1130,Sáng,43,C7-E514,NULL,1,10,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766911,766911,EE4040E,Bảo vệ và điều khiển hệ thống điện,Power System Protection and Control,3(3-1-1-6),N2- CTTT HT điện và NL tái tạo,1,4,0830-1130,0830,1130,Sáng,43,C7-E514,NULL,1,10,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,766912,766912,EE4040E,Bảo vệ và điều khiển hệ thống điện,Power System Protection and Control,3(3-1-1-6),N3- CTTT HT điện và NL tái tạo,1,5,0830-1130,0830,1130,Sáng,43,C7-E514,NULL,7,10,Điều chỉnh ĐK,TN,AB,ELITECH,
20252,TDDT,761495,761495,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,LT+BT,AB,VLVH,
20252,TDDT,766711,766711,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N01,1,3,0830-1100,0830,1100,Sáng,40,C1-116,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766711,766711,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N01,2,3,0830-1100,0830,1100,Sáng,41,C1-120,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766711,766711,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N01,3,3,0830-1100,0830,1100,Sáng,42,C7-E513,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766712,766712,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N02,1,4,0830-1100,0830,1100,Sáng,40,C1-116,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766712,766712,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N02,2,4,0830-1100,0830,1100,Sáng,41,C1-120,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766712,766712,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N02,3,4,0830-1100,0830,1100,Sáng,42,C7-E513,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766713,766713,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N03,1,5,0830-1100,0830,1100,Sáng,40,C1-116,NULL,7,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766713,766713,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N03,2,5,0830-1100,0830,1100,Sáng,41,C1-120,NULL,7,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766713,766713,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N03,3,5,0830-1100,0830,1100,Sáng,42,C7-E513,NULL,7,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766714,766714,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N04,1,6,0830-1100,0830,1100,Sáng,40,C1-116,NULL,10,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766714,766714,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N04,2,6,0830-1100,0830,1100,Sáng,41,C1-120,NULL,10,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766714,766714,EE4041,"TN Hệ thống điện II (BV&ĐK, NMĐ&TBA)",Power System Lab II,1(0-0-2-2),N04,3,6,0830-1100,0830,1100,Sáng,42,C7-E513,NULL,10,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,169090,169090,EE4042,Rơle bảo vệ trong hệ thống điện,Protective Relaying for Power Systems,3(3-1-0-6),KT điện - MĐ2-K67C,1,4,1410-1730,3,6,Chiều,"25-32,34-42",D7-101,NULL,52,50,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,761491,761491,EE4042,Rơle bảo vệ trong hệ thống điện,Protective Relaying for Power Systems,3(3-1-0-6),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,LT+BT,AB,VLVH,
20252,TDDT,761494,761494,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,LT+BT,AB,VLVH,
20252,TDDT,766707,766707,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N01,1,3,0830-1100,0830,1100,Sáng,40,C7-E514,NULL,14,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766707,766707,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N01,2,3,0830-1100,0830,1100,Sáng,41,C7-E514,NULL,14,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766707,766707,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N01,3,3,0830-1100,0830,1100,Sáng,42,C7-E514,NULL,14,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766708,766708,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N02,1,4,0830-1100,0830,1100,Sáng,40,C7-E514,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766708,766708,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N02,2,4,0830-1100,0830,1100,Sáng,41,C7-E514,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766708,766708,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N02,3,4,0830-1100,0830,1100,Sáng,42,C7-E514,NULL,16,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766709,766709,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N03,1,5,0830-1100,0830,1100,Sáng,40,C7-E514,NULL,13,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766709,766709,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N03,2,5,0830-1100,0830,1100,Sáng,41,C7-E514,NULL,13,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766709,766709,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N03,3,5,0830-1100,0830,1100,Sáng,42,C7-E514,NULL,13,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766710,766710,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N04,1,6,0830-1100,0830,1100,Sáng,40,C7-E514,NULL,11,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766710,766710,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N04,2,6,0830-1100,0830,1100,Sáng,41,C7-E514,NULL,11,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,766710,766710,EE4051,"TN Hệ thống điện I (CA I, Lưới điện)",Power System Lab I,1(0-0-2-2),N04,3,6,0830-1100,0830,1100,Sáng,42,C7-E514,NULL,11,10,Điều chỉnh ĐK,TN,AB,CT CHUẨN,
20252,TDDT,169089,169089,EE4052,Kỹ thuật điện cao áp,High Voltage Engineering,3(3-1-0-6),KT điện - MĐ2-K67S,1,6,0825-1145,3,6,Sáng,"25-32,34-42",D8-503,NULL,50,50,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,761492,761492,EE4052,Kỹ thuật điện cao áp,High Voltage Engineering,3(3-1-0-6),LT-VT-KTĐ01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,38,Kết thúc ĐK,LT+BT,AB,VLVH,
20252,TDDT,762720,762720,EE4064,Đồ án thiết kế,Design project,3(0-0-6-6),khoa Tự động hóa,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,50,100,Điều chỉnh ĐK,ĐA,AB,CT CHUẨN,
20252,TDDT,764067,764067,EE4064,Đồ án thiết kế,Design project,3(0-0-6-6),EE1,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,41,100,Điều chỉnh ĐK,ĐA,AB,CT CHUẨN,
20252,TDDT,762721,762721,EE4074,Đồ án thiết kế II,Major design Project II,3(0-0-6-6),khoa Tự động hóa- KSCS,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,116,130,Điều chỉnh ĐK,ĐA,AB,KSCSDT,
20252,TDDT,764068,764068,EE4074,Đồ án thiết kế II,Major design Project II,3(0-0-6-6),EE1-KSCS,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,55,100,Điều chỉnh ĐK,ĐA,AB,KSCSDT,
20252,TDDT,169085,169085,EE4082,Kỹ thuật chiếu sáng,Lighting Engineering,3(3-1-0-6),KT điện - MĐ1-K67S,1,3,0730-0910,2,3,Sáng,"25-32,34-42",D7-402,NULL,31,40,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
20252,TDDT,169085,169085,EE4082,Kỹ thuật chiếu sáng,Lighting Engineering,3(3-1-0-6),KT điện - MĐ1-K67S,2,5,1015-1145,5,6,Sáng,"25-32,34-42",D7-402,NULL,31,40,Điều chỉnh ĐK,LT+BT,AB,CT CHUẨN,
