THỜI KHÓA BIỂU DỰ KIẾN KỲ 20252 - CẬP NHẬT NGÀY 23.02.2026,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,4,5,0825-1145,0825,1145,Sáng,41,T-512,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,5,4,0825-1145,0825,1145,Sáng,42,T-512,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,6,5,0825-1145,0825,1145,Sáng,42,T-512,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,7,4,0825-1145,0825,1145,Sáng,35,T-107,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,8,5,0825-1145,0825,1145,Sáng,35,T-107,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,9,4,0825-1145,0825,1145,Sáng,36,T-101B,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,10,5,0825-1145,0825,1145,Sáng,36,T-101B,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,11,4,0825-1145,0825,1145,Sáng,37,T-112,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,12,5,0825-1145,0825,1145,Sáng,37,T-112,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,13,4,0825-1145,0825,1145,Sáng,38,T-207,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,14,5,0825-1145,0825,1145,Sáng,38,T-207,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763916,763916,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm03,15,4,0825-1145,0825,1145,Sáng,39,T-102,NULL,1,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,1,2,0825-1145,0825,1145,Sáng,37,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,2,3,0825-1145,0825,1145,Sáng,37,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,3,2,0825-1145,0825,1145,Sáng,41,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,4,3,0825-1145,0825,1145,Sáng,41,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,5,2,0825-1145,0825,1145,Sáng,42,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,6,3,0825-1145,0825,1145,Sáng,42,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,7,2,0825-1145,0825,1145,Sáng,35,T-107,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,8,3,0825-1145,0825,1145,Sáng,35,T-107,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,9,2,0825-1145,0825,1145,Sáng,34,T-101B,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,10,3,0825-1145,0825,1145,Sáng,34,T-101B,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,11,2,0825-1145,0825,1145,Sáng,36,T-112,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,12,3,0825-1145,0825,1145,Sáng,36,T-112,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,13,2,0825-1145,0825,1145,Sáng,40,T-207,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,14,3,0825-1145,0825,1145,Sáng,40,T-207,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763917,763917,ME4603,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm04,15,2,0825-1145,0825,1145,Sáng,39,T-102,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,1,6,1410-1730,1410,1730,Chiều,31,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,2,7,1410-1730,1410,1730,Chiều,31,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,3,6,1410-1730,1410,1730,Chiều,32,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,4,7,1410-1730,1410,1730,Chiều,32,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,5,6,1410-1730,1410,1730,Chiều,33,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,6,7,1410-1730,1410,1730,Chiều,33,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,7,6,1410-1730,1410,1730,Chiều,26,T-107,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,8,7,1410-1730,1410,1730,Chiều,26,T-107,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,9,6,1410-1730,1410,1730,Chiều,27,T-101B,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,10,7,1410-1730,1410,1730,Chiều,27,T-101B,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,11,6,1410-1730,1410,1730,Chiều,28,T-112,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,12,7,1410-1730,1410,1730,Chiều,28,T-112,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,13,6,1410-1730,1410,1730,Chiều,29,T-207,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,14,7,1410-1730,1410,1730,Chiều,29,T-207,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763913,763913,ME4603Q,Thực tập xưởng Robot,Internship: robotic systems,2(0-0-4-4),2AB_Nhóm01,15,6,1410-1730,1410,1730,Chiều,30,T-102,NULL,14,15,Điều chỉnh ĐK,TH,AB,SIE,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,1,6,0825-1145,0825,1145,Sáng,34,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,2,7,0825-1145,0825,1145,Sáng,34,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,3,6,0825-1145,0825,1145,Sáng,35,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,4,7,0825-1145,0825,1145,Sáng,35,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,5,6,0825-1145,0825,1145,Sáng,36,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,6,7,0825-1145,0825,1145,Sáng,36,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,7,6,0825-1145,0825,1145,Sáng,37,T-107,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,8,7,0825-1145,0825,1145,Sáng,37,T-107,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,9,6,0825-1145,0825,1145,Sáng,38,T-101B,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,10,7,0825-1145,0825,1145,Sáng,38,T-101B,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,11,6,0825-1145,0825,1145,Sáng,39,T-112,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,12,7,0825-1145,0825,1145,Sáng,39,T-112,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,13,6,0825-1145,0825,1145,Sáng,40,T-207,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,14,7,0825-1145,0825,1145,Sáng,40,T-207,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763918,763918,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm01,15,6,0825-1145,0825,1145,Sáng,41,T-102,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,1,6,0825-1145,0825,1145,Sáng,37,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,2,7,0825-1145,0825,1145,Sáng,37,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,3,6,0825-1145,0825,1145,Sáng,38,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,4,7,0825-1145,0825,1145,Sáng,38,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,5,6,0825-1145,0825,1145,Sáng,39,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,6,7,0825-1145,0825,1145,Sáng,39,T-512,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,7,6,0825-1145,0825,1145,Sáng,34,T-107,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,8,7,0825-1145,0825,1145,Sáng,34,T-107,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,9,6,0825-1145,0825,1145,Sáng,35,T-101B,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,10,7,0825-1145,0825,1145,Sáng,35,T-101B,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,11,6,0825-1145,0825,1145,Sáng,36,T-112,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,12,7,0825-1145,0825,1145,Sáng,36,T-112,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,13,6,0825-1145,0825,1145,Sáng,41,T-207,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,14,7,0825-1145,0825,1145,Sáng,41,T-207,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763919,763919,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm02,15,6,0825-1145,0825,1145,Sáng,40,T-102,NULL,15,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,1,6,0825-1145,0825,1145,Sáng,40,T-512,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,2,7,0825-1145,0825,1145,Sáng,40,T-512,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,3,6,0825-1145,0825,1145,Sáng,41,T-512,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,4,7,0825-1145,0825,1145,Sáng,41,T-512,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,5,6,0825-1145,0825,1145,Sáng,42,T-512,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,6,7,0825-1145,0825,1145,Sáng,42,T-512,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,7,6,0825-1145,0825,1145,Sáng,35,T-107,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,8,7,0825-1145,0825,1145,Sáng,35,T-107,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,9,6,0825-1145,0825,1145,Sáng,36,T-101B,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,10,7,0825-1145,0825,1145,Sáng,36,T-101B,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,11,6,0825-1145,0825,1145,Sáng,37,T-112,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,12,7,0825-1145,0825,1145,Sáng,37,T-112,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,13,6,0825-1145,0825,1145,Sáng,38,T-207,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,14,7,0825-1145,0825,1145,Sáng,38,T-207,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763920,763920,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm03,15,6,0825-1145,0825,1145,Sáng,39,T-102,NULL,5,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,1,4,1410-1730,1410,1730,Chiều,34,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,2,5,1410-1730,1410,1730,Chiều,34,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,3,4,1410-1730,1410,1730,Chiều,35,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,4,5,1410-1730,1410,1730,Chiều,35,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,5,4,1410-1730,1410,1730,Chiều,36,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,6,5,1410-1730,1410,1730,Chiều,36,T-512,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,7,4,1410-1730,1410,1730,Chiều,37,T-107,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,8,5,1410-1730,1410,1730,Chiều,37,T-107,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,9,4,1410-1730,1410,1730,Chiều,38,T-101B,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,10,5,1410-1730,1410,1730,Chiều,38,T-101B,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,11,4,1410-1730,1410,1730,Chiều,39,T-112,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,12,5,1410-1730,1410,1730,Chiều,39,T-112,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,13,4,1410-1730,1410,1730,Chiều,40,T-207,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,14,5,1410-1730,1410,1730,Chiều,40,T-207,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763921,763921,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm04,15,4,1410-1730,1410,1730,Chiều,41,T-102,NULL,14,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
20252,TCK,763922,763922,ME4604,Thực tập xưởng HTCĐT TM,Internship: intelligent mechatronics systems,2(0-0-4-4),2AB_Nhóm05,1,4,1410-1730,1410,1730,Chiều,37,T-512,NULL,2,15,Điều chỉnh ĐK,TH,AB,CT CHUẨN,
