code,name,duration,credits,tuition_credits,department,prerequisite,english_name,weight
MI4070,Cơ sở toán học của hệ mờ,2(2-1-0-4),2,3,KTTD,MI3030/MI3350,Mathematical Foundations of Fuzzy Systems,0.7
MI4071,Thống kê phi tham số,2(2-1-0-4),2,3,KTTD,,Nonparametric Statistics,0.7
MI4072,Lập trình mô phỏng,2(2-1-0-4),2,3,KTTD,,Simulation Programming,0.7
MI4073,Cơ sở toán học của hệ mờ,3(3-1-0-6),3,4,KTTD,,Mathematical Foundations of Fuzzy Systems,0.7
MI4074E,Toán học ứng dụng trong phân tích kinh doanh,3(3-1-0-6),3,4,KTTD,,Mathematics for Business Analytics,0.5
MI4080,Phương pháp sai phân,3(3-1-0-6),3,4,KTTD,"MI3040,MI3070",Finite Difference Method,0.5
MI4081,Quy hoạch lõm,2(2-1-0-4),2,3,KTTD,,Concave Programming,0.7
MI4082,Xây dựng bảo trì và quản trị mạng,2(2-1-0-4),2,3,KTTD,,Network Construction and Maintenance,0.7
MI4083,Phương pháp sai phân,3(3-1-0-6),3,4,KTTD,"MI3043, MI3073",Finite Difference Method,0.7
MI4084,Phương pháp sai phân và phần tử hữu hạn,3(3-1-0-6),3,4,KTTD,,Finite Difference and Finite Element Methods,0.5
MI4090,Lập trình hướng đối tượng,3(2-2-0-6),3,4,KTTD,MI3310/MI3060,Object-Oriented Programming,0.5
MI4092,Kỹ thuật lập trình cho thiết bị ngoại vi,2(2-1-0-4),2,3,KTTD,,Programming of Accessories,0.7
MI4093,Lý thuyết nhận dạng,3(3-1-0-6),3,4,KTTD,MI3033,Theory of Pattern Recognition,0.7
MI4100,Mật mã và độ phức tạp thuật toán,3(3-1-0-6),3,4,KTTD,MI3350/MI3030/MI2020,Encryption and algorithm complexity,0.5
MI4101,Các phép biến đổi tích phân,2(2-1-0-4),2,3,KTTD,,Integral Transforms,0.7
MI4102,Hệ thống thông tin định vị (GIS),2(2-1-0-4),2,3,KTTD,,Geographic Information Systems,0.7
MI4103,Mô phỏng ngẫu nhiên và ứng dụng,3(3-1-0-6),3,4,KTTD,MI3033,Stochastic Simulation and Its Applications,0.7
MI4110,Mô phỏng ngẫu nhiên và ứng dụng,3(3-1-0-6),3,4,KTTD,,Stochastic Simulation and Its Applications,0.7
MI4111,Tính toán song song,2(2-1-0-4),2,3,KTTD,,Parallel Computing,0.7
MI4112,An toàn máy tính,2(2-1-0-4),2,3,KTTD,,Computer Security,0.7
MI4113,Phương pháp phần tử hữu hạn,2(2-1-0-4),2,3,KTTD,"MI3043, MI3073",Finite Element Method,0.5
MI4114,Mô phỏng ngẫu nhiên và ứng dụng,2(2-1-0-4),2,3,KTTD,,Stochastic Simulations and Application,0.5
MI4120,Thực tập chuyên ngành,2(0-0-4-4),2,4,KTTD,,Advanced Practicum,0.7
MI4121,Giải gần đúng các phương trình toán tử,2(2-1-0-4),2,3,KTTD,,Approximate Solution of Operator Equations,0.7
MI4123,Thực tập chuyên ngành,2(0-0-4-4),2,4,KTTD,,Advanced Practicum,0.7
MI4130,Đồ án môn học chuyên ngành,1(0-1-0-4),1,2,KTTD,,Senior Project,0.5
MI4133,Đồ án môn học chuyên ngành,1(0-1-0-4),1,2,KTTD,,Senior Project,1
MI4140,Cơ sở dữ liệu nâng cao,3(3-1-0-6),3,4,KTTD,MI3090,Advanced Database,0.7
MI4150,Lý thuyết nhận dạng,3(3-1-0-6),3,4,KTTD,"MI3030/(MI3350, MI3360)",Theory of Pattern Recognition,0.7
MI4153,CĐ7: Bảo mật dữ liệu và độ phức tạp thuật toán,3(3-1-0-6),3,4,KTTD,,Cryptography and Complexity & Algorithms,0.7
MI4160,Lập trình tính toán,3(2-2-0-6),3,4,KTTD,MI3040,Computation Programming,0.5
MI4162,Lập trình tính toán,2(2-0-1-4),2,3.5,KTTD,,Introduction to Calculus and Programming,0.5
MI4163,Lập trình tính toán,3(3-1-0-6),3,4,KTTD,,Computation Programming,0.7
MI4170,Các mô hình ngẫu nhiên và ứng dụng,2(2-1-0-6),2,3,KTTD,MI3030,Stochastic Models and Applications,0.7
MI4173,Các mô hình ngẫu nhiên và ứng dụng,3(3-1-0-6),3,4,KTTD,,Stochastic Models and Applications,0.7
MI4180,Các phép biến đổi số và ứng dụng,3(3-1-0-6),3,4,KTTD,,Digital Methods and Applications,0.7
MI4190,Logic thuật toán,3(3-1-0-6),3,4,KTTD,,Mathematical Logic and Algorithms,0.7
MI4200,Khai phá dữ liệu,3(3-1-0-6),3,4,KTTD,,Data Mining,0.7
MI4202,Khai phá dữ liệu,3(3-1-0-6),3,4,KTTD,,Data Mining,0.7
MI4210,Hệ hỗ trợ quyết định,3(3-1-0-6),3,4,KTTD,,Decision Support System,0.5
MI4212,Kho dữ liệu và kinh doanh thông minh,3(3-1-0-6),3,4,KTTD,,Data warehouse and Business intelligence,0.7
MI4214,Kho dữ liệu và kinh doanh thông minh,2(2-1-0-4),2,3,KTTD,,Data Warehouse and Business Inteligence,0.5
MI4215E,Hệ thống hỗ trợ ra quyết định,3(2-1-1-6),3,4.5,KTTD,,Decision Support Systems,0.5
MI4216,Hệ hỗ trợ quyết định,2(2-1-0-4),2,3,KTTD,,Decision Support Systems,0.5
MI4220,Cơ sở trí tuệ nhân tạo và hệ chuyên gia,3(3-1-0-6),3,4,KTTD,,Fundamentals of Artificial Intelligence and Expert Systems,0.7
MI4230,Điều khiển tối ưu,2(2-1-0-4),2,3,KTTD,,Optimal Control,0.7
MI4233,CĐ9: Điều khiển tối ưu,2(2-1-0-4),2,3,KTTD,,Optimal Control,0.7
MI4240,Tối ưu hóa tổ hợp,3(3-1-0-6),3,4,KTTD,MI3050,Combinatorial Optimization,0.7
MI4242E,Pythons ứng dụng trong kinh doanh,3(2-1-1-6),3,4.5,KTTD,,Pythons Applications in Business,0.5
MI4243,CĐ4: Một số PP toán học trong tài chính,2(2-1-0-4),2,3,KTTD,,Mathematical Methods in Finance,0.7
MI4250,Đồ họa máy tính,2(2-1-0-4),2,3,KTTD,,Computer Graphics,0.7
MI4253,Đồ họa máy tính,2(2-1-0-4),2,3,KTTD,,Computer Graphics,0.7
MI4260,An toàn HTTT,3(3-1-0-6),3,4,KTTD,,Information Systems Security,0.5
MI4283,CĐ3: Logic thuật toán,2(2-1-0-4),2,3,KTTD,,Mathematical Logic and Algorithms,0.7
MI4293,CĐ8: Các phép biến đổi tích phân,2(2-1-0-4),2,3,KTTD,,Integral Transforms,0.7
MI4302,Hệ thống phân tán,3(2-0-2-6),3,5,KTTD,,Distributed systems,0.7
MI4304,Hệ thống phân tán,2(2-1-0-4),2,3,KTTD,,Distributed Systems,0.5
MI4311,Tối ưu tổ hợp I,3(3-1-0-6),3,4,KTTD,"(MI3320/MI3050),MI3010",Combinatorial Optimization I,0.5
MI4312,Cơ sở toán học của hệ mờ,3(3-1-0-6),3,4,KTTD,MI3350/MI3030,Mathematical Foundations of Fuzzy Systems,0.5
MI4314,Tối ưu tổ hợp,2(2-1-0-4),2,3,KTTD,,Combinatorial Optimization,0.5
MI4321,Phương pháp phần tử hữu hạn,3(3-1-0-6),3,4,KTTD,"MI3040,MI3070/MI3073",Finite Element Method,0.5
MI4322,Lý thuyết thông tin và truyền số liệu,3(3-1-0-6),3,4,KTTD,MI3350/MI3030,Information Theory and Data Communications,0.5
MI4331,Xêmina I (Toán ứng dụng),3(1-2-2-6),3,6,KTTD,,Seminar (Applied Mathematics),0.5
MI4332,Lập trình 3D,3(2-2-0-6),3,4,KTTD,,3D Programming,0.5
MI4341,Một số phương pháp toán học trong tài chính,3(3-1-0-6),3,4,KTTD,MI2020,Mathematical Methods in Finance,0.5
MI4342,Kiến trúc máy tính,3(3-1-0-6),3,4,KTTD,IT1110/IT1010,Computer Architectures,0.5
MI4343,CĐ6: Xemina 1,2(2-2-0-4),2,4,KTTD,,Seminar 1,0.7
MI4344,Kiến trúc máy tính,2(2-1-0-4),2,3,KTTD,,Computer Architecture,0.5
MI4352,Xêmina II (Tin ứng dụng),3(2-2-0-6),3,4,KTTD,,Seminar II (Applied Informatics),0.5
MI4362,Tính toán song song,3(2-2-0-6),3,4,KTTD,,Parallel Computing,0.7
MI4364,Tính toán song song,2(2-1-0-4),2,3,KTTD,,Parallel Computing,0.5
MI4372,"Thiết kế, cài đặt và quản trị mạng máy tính",3(2-2-0-6),3,4,KTTD,MI4060,"Design, Installation and Administration of Computer Networks",0.5
MI4374,"Thiết kế, cài đặt và quản trị mạng",2(2-0-1-4),2,3.5,KTTD,,"Network Design, Implementation and Administration",0.5
MI4382,Đồ họa máy tính,3(3-1-0-6),3,4,KTTD,MI1140/MI1141,Computer Graphics,0.5
MI4392,Công nghệ web và kinh doanh điện tử,3(2-0-2-6),3,5,KTTD,,Web and E-business,0.5
MI4402,Lập trình mobile,3(2-0-2-6),3,5,KTTD,,Mobile programming,0.7
MI4412,Quản trị dự án CNTT,3(2-2-0-6),3,4,KTTD,,IT project management,0.7
MI4414,Quản trị dự án CNTT,2(2-1-0-4),2,3,KTTD,,Information Technology Project Management,0.5
MI4416,Quản trị dự án,2(2-1-0-4),2,3,KTTD,,Project Management,0.5
MI4422,Quản trị quan hệ khách hàng,3(3-1-0-6),3,4,KTTD,,Customer Relationship Management,0.7
MI4511,Học máy,3(2-2-0-6),3,4,KTTD,"MI1141,MI3030",Machine Learning,0.5
MI4800,Thực tập kỹ thuật,2(0-0-4-4),2,4,KTTD,,Engineering Practicum,0.5
MI4900,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,KTTD,"MI3390,MI4800=",Bachelor Final Project,0.5
MI4901,Đồ án nghiên cứu Cử nhân (Toán Tin),8(0-0-16-32),8,20,KTTD,,Bachelor of Science Research Project,0.5
MI4902,Đồ án nghiên cứu Cử nhân (CTTN Toán Tin),8(0-0-16-32),8,20,KTTD,,Bachelor of Science Research Project,0.5
MI5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,KTTD,MI4130,Graduation Practicum,0.5
MI5012,Thực tập kỹ sư,3(0-0-6-12),3,7.5,KTTD,,Engineer Internship,0.5
MI5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,KTTD,,Graduation Practicum,0.5
MI5014,Thực tập kỹ sư,6(0-0-12-24),6,15,KTTD,,Engineer Internship,0.5
MI5017,Đồ án chuyên ngành I,3(0-0-6-12),3,6,KTTD,,Computer Engineering Project I,0.5
MI5018,Đồ án chuyên ngành II,3(0-0-6-12),3,6,KTTD,MI3390,Computer Engineering Project II,0.5
MI5020,An toàn máy tính,3(3-1-0-6),3,4,KTTD,,Computer Security,0.7
MI5030,Điều khiển tối ưu,3(3-1-0-6),3,4,KTTD,,Optimal Control,0.7
MI5032,Điều khiển tối ưu,2(2-1-0-4),2,3,KTTD,"MI3050,MI1141,MI1131",Optimal Control,0.5
MI5040,Các mô hình ngẫu nhiên và ứng dụng,3(3-1-0-6),3,4,KTTD,,Stochastic Models and Applications,0.5
MI5042,Các mô hình ngẫu nhiên và ứng dụng,2(2-1-0-4),2,3,KTTD,,Stochastic models and Applications,0.5
MI5050,Đồ án III,3(0-0-6-6),3,6,KTTD,,Project III,0.5
MI5052,Mô hình mô phỏng,2(2-1-0-4),2,3,KTTD,,Modeling and Simulation,0.5
MI5054,Đồ án thiết kế,3(0-0-6-6),3,6,KTTD,,Project,0.5
MI5060,Logic thuật toán,3(3-1-0-6),3,4,KTTD,,Mathematical Logic and Algorithms,0.5
MI5062,Trí tuệ nhân tạo,2(2-1-0-4),2,3,KTTD,,Artificial Intelligence,0.5
MI5065,Mô hình toán tài chính,3(2-2-0-6),3,4,KTTD,,Financial Mathematics,0.5
MI5070,Xử lý tín hiệu số và ứng dụng,3(3-1-0-6),3,4,KTTD,,Digital signal processing,0.5
MI5072,Học máy,2(2-1-0-4),2,3,KTTD,,Machine Learning,0.5
MI5080,Phương pháp số hiện đại,3(3-1-0-6),3,4,KTTD,,Advanced numerical methods,0.7
MI5090,Phương trình vi phân và hệ động lực,3(3-1-0-6),3,4,KTTD,,Differential equations and dynamical systems,0.7
MI5100,Mô hình mô phỏng các hệ sinh thái,3(3-1-0-6),3,4,KTTD,,Modelling and simulation ecological systems,0.7
MI5110,Đồ án tốt nghiệp,10(0-0-20-40),10,25,KTTD,,Graduation Project,0.5
MI5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,KTTD,,Graduation Project,0.5
MI5120,Xử lý ảnh số,3(2-2-0-6),3,4,KTTD,,Digital Image Processing,0.5
MI5122,Hệ động lực và ứng dụng,3(3-1-0-6),3,4,KTTD,,Dynamic Systems and Applications,0.5
MI5130,Đại số ứng dụng,3(2-2-0-6),3,4,KTTD,,Algebra Structure and Applications,0.5
MI5132,Phương pháp số hiện đại,3(2-2-0-6),3,4,KTTD,,Advanced Numerical Methods,0.5
MI5140,Khai phá dữ liệu,3(2-2-0-6),3,4,KTTD,,Data Mining,0.5
MI5142,Cơ sở dữ liệu nâng cao,2(2-1-0-4),2,3,KTTD,,Advanced Database,0.5
MI5150,Lý thuyết nhận dạng,3(3-1-0-6),3,4,KTTD,,Theory of Pattern Recognition,0.5
MI5160,Chuỗi khối và ứng dụng,2(2-1-0-4),2,3,KTTD,MI4060/MI4104,Blockchain and Applications,0.5
MI5170,Hệ thống thông tin địa lý và ứng dụng,3(3-1-0-6),3,4,KTTD,"MI3090,MI4024",Geographic Information System (GIS),0.5
MI5180,Phân tích dữ liệu lớn và ứng dụng,3(2-2-0-6),3,4,KTTD,,Bigdata analytics and Applications,0.5
MI5230,Lý thuyết đồ thị,3(2-2-0-6),3,4,KTTD,,Graph theory,0.5
MI5240,Lập trình Python,3(2-0-2-6),3,5,KTTD,,Python programming,0.5
MI5310,Phép biến đổi tích phân kiểu tích chập và ứng dụng,3(2-2-0-6),3,4,KTTD,,Integral Transform of Convolution Type and Applications,0.5
MI5900,Đồ án tốt nghiệp kỹ sư,12(0-0-24-48),12,30,KTTD,,Graduation Project,0.5
MI5910,Đồ án kỹ sư,9(0-0-18-36),9,22.5,KTTD,MI5012=,Engineer Thesis,0.5
MIL1010,Giáo dục quốc phòng I,0(1-0-2-0),0,3,KGDQP,,Military Service Training I,1
MIL1011,Đường lối quân sự,0(2-0-0-4),0,1,KGDQP,,Vietnam Communist Party’s Direction on the National Defense,0.7
MIL1012,Công tác quốc phòng-An ninh,0(2-0-0-4),0,1,KGDQP,,Introduction to the National Defense,0.7
MIL1013,Quân sự chung,0(3-0-1-6),0,1,KGDQP,,General Military Education,0.7
MIL1110,Đường lối quân sự,0(3-0-0-6),0,3,KGDQP,,Vietnam Communist Party’s Direction on the National Defense,0.7
MIL1110Q,Đường lối quân sự của Đảng,3(3-0-0-6),0,3,KGDQP,,Vietnam Communist Party’s Direction on the National Defense,0.7
MIL1120,Công tác quốc phòng-An ninh,0(3-0-0-6),0,3,KGDQP,MIL1110,Introduction to the National Defense,0.7
MIL1120Q,Công tác quốc phòng-an ninh,3(3-0-0-6),0,3,KGDQP,MIL1110Q,Introduction to the National Defense,0.7
MIL1130,QS chung và KCT bắn súng AK,0(3-0-2-8),0,5,KGDQP,MIL1120,General Military Education,0.7
MIL1130Q,QS chung và KCT bắn súng AK,0(3-0-2-8),0,5,KGDQP,MIL1120Q,General Military Education,0.7
MIL1140,Chiến thuật & kỹ thuật bắn súng tiểu liên AK,0(1-0-1-4),0,2,KGDQP,MIL1130,Tactics and technical supmachine gun AK,0.7
MIL1210,Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam,0(3-0-0-6),0,3,KGDQP,,Vietnam Communist Party’s direction on defense and secutity,0.6
MIL1210Q,Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam,0(3-0-0-6),0,3,KGDQP,,Vietnam Communist Party’s direction on defense and secutity,0.6
MIL1220,Công tác quốc phòng và an ninh,0(2-0-0-4),0,2,KGDQP,,Introduction to the National Defense,0.6
MIL1220Q,Công tác quốc phòng và an ninh,0(2-0-0-4),0,2,KGDQP,,Introduction to the National Defense,0.6
MIL1230,Quân sự chung,0(1-0-1-4),0,2,KGDQP,,General Military Education,0.6
MIL1230Q,Quân sự chung,0(1-0-1-4),0,2,KGDQP,,General Military Education,0.6
MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,0(0-0-4-8),0,4,KGDQP,,Infantry combat techniques and tactics,0.6
MIL1240Q,Kỹ thuật chiến đấu bộ binh và chiến thuật,0(0-0-4-8),0,4,KGDQP,,Infantry combat techniques and tactics,0.6
MIL2010,Giáo dục quốc phòng II,0(1-0-1-0),0,2,KGDQP,,Military Service Training II,1
MIL2110,Quân binh chủng,0(2-0-1-4),0,2,KGDQP,,Army troops,0.7
MKT4462,Consumer Behaviour,,3,,SIE,,Consumer Behaviour,0.7
MKT4468,Global Marketing,,3,,SIE,,Global Marketing,0.7
MS1200,Nhập môn Kỹ thuật Vi điện tử và Công nghệ Nano,3(3-0-0-6),3,3,TVL,,Introduction of Microelectronic Engineering and Nanotechnology,0.7
MS1220,Vật liệu nano và công nghệ nano,3(3-0-1-6),3,4.5,TVL,,Introduction of nanomaterials and nanotechnology,0.7
MS1300,Nhập môn công nghệ polyme và compozit,2(2-0-0-4),2,2,TVL,,Introduction to polymer and composite technology,0.7
MS1400,Nhập môn Kỹ thuật in và truyền thông,3(3-1-0-6),3,4,TVL,,Introduction to Print and Media Engineering,0.7
MS1401,Ảnh kỹ thuật số,2(2-1-0-4),2,3,TVL,,Digital Photography,0.6
MS1402,Lý thuyết phục chế màu,3(3-1-0-6),3,4,TVL,,Theory of Color Reproduction,0.6
MS2210,Điện tử số và tương tự,3(2-1-1-6),3,4.5,TVL,,Digital and Analog Electronics,0.7
MS2220,Vật liệu điện tử,3(3-0-0-6),3,3,TVL,,Electronic Materials,0.7
MS2221,Vật lý bán dẫn và linh kiện,3(3-0-0-6),3,3,TVL,,Semiconductor Physics and Devices,0.7
MS2222,Mạch vi điện tử,2(2-0-1-4),2,3.5,TVL,,Microelectronic Circuits,0.6
MS2223,Trường điện từ trong vi điện tử,3(3-0-0-6),3,3,TVL,,EM field for microelectronics,0.6
MS2300,Phương pháp luận trong nghiên cứu khoa học,2(2-1-0-4),2,3,TVL,,Methodology in scientific research,0.7
MS2301,Sinh thái học vật liệu polyme,2(2-1-0-4),2,3,TVL,,Environment aspect of Polymer Materials,0.7
MS2401,Thí nghiệm màu,1(0-0-2-2),1,3,TVL,,Color reproduction Lab,0.7
MS2402,Vật liệu ngành in,3(3-1-0-6),3,4,TVL,MS1400/CH2004,Materials in Printing Process,0.6
MS2403,Thí nghiệm Vật liệu,1(0-0-2-2),1,3,TVL,(MS2402=/CH3631=/CH3630=),Printing materials Lab,0.6
MS2404,Hóa học trong công nghệ in,2(2-1-0-4),2,3,TVL,,Chemistry in Graphic arts,0.6
MS2405,Thiết kế xuất bản phẩm,2(1-2-0-4),2,3,TVL,,Publication Design,0.6
MS2406,Thực tập nhập môn Kỹ thuật in,1(0-0-2-2),1,2,TVL,,Introductory internship in Print and media engineering,0.6
MS2407,Đồ án nhập môn Kỹ thuật in,2(0-0-4-4),2,4,TVL,,Introductory project: workflow design for print media,0.6
MS2408,Mỹ học đại cương,2(2-1-0-4),2,3,TVL,,Aesthetics and philosophy of art,0.7
MS3210,Linh kiện vi điện tử mạch tích hợp,3(2-1-1-6),3,4.5,TVL,MS2221,Integrated Microelectronic Devices,0.7
MS3211,Công nghệ chế tạo bán dẫn,3(3-0-1-6),3,4.5,TVL,MS2221,Semiconductor Manufacturing Technology,0.7
MS3212,Phân tích và thiết kế mạch tích hợp số-tương tự,3(3-0-1-6),3,4.5,TVL,"MS2210,MS2222",Analysis and Design of Digital-Analog Integrated Circuits,0.6
MS3213,Công nghệ mạch tích hợp mật độ cao,2(2-0-0-4),2,2,TVL,MS2221,Technology for very large-scale integration,0.7
MS3214,Đồ án I,3(0-0-6-6),3,6,TVL,,Project I,0.6
MS3220,Thiết kế lập trình cho kỹ thuật vi điện tử,2(2-0-1-4),2,3.5,TVL,,Programming design for microelectronics engineering,0.7
MS3221,IoT trong kỹ thuật vi điện tử,2(2-1-0-4),2,3,TVL,,Introduction to IoT for microelectronics,0.6
MS3222,Công nghệ nano trong kỹ thuật vi điện tử,2(2-0-0-4),2,2,TVL,"MS1220,MS2221",Nanotechnology for Microelectronics,0.6
MS3223,Công nghệ phòng sạch,2(2-0-0-4),2,2,TVL,,Clean Room Technology,0.7
MS3224,Quy hoạch thực nghiệm trong kỹ thuật,2(2-1-0-4),2,3,TVL,,Statistics and Design of Experiments,0.6
MS3225,Cơ sở đóng gói linh kiện vi điện tử,2(2-0-1-4),2,3.5,TVL,,Fundametal of Microelectronic packaging,0.7
MS3226,Đồ án II,3(0-0-6-6),3,6,TVL,,Project II,0.6
MS3227,Technical Writing and Presentation,3(2-2-0-6),3,4,TVL,,Technical Writing and Presentation,0.7
MS3300,Hoá học polyme,2(2-1-0-4),2,3,TVL,CH3220=,Fundermentals of polymer chemistry,0.7
MS3301,Thí nghiệm Hoá học polyme,1(0-0-2-2),1,3,TVL,MS3300=,Lab of Polymer chemistry,0.7
MS3302,Hoá lý polyme,2(2-0-1-4),2,3.5,TVL,,Polymer physic,0.7
MS3303,Tuần hoàn tài nguyên không tái tạo,2(2-0-0-4),2,2,TVL,,Non-renewable resource circulation,0.7
MS3304,Hóa học chất tạo màng và sơn,2(2-1-0-4),2,3,TVL,,Chemistry of binder and paint,0.7
MS3305,Thí nghiệm chất tạo màng và sơn,1(0-0-2-2),1,3,TVL,MS3304=,Lab of chemistry of binder and paint,0.7
MS3306,Công nghệ sản xuất chất dẻo,2(2-1-0-4),2,3,TVL,,Plastic manufacture technology,0.7
MS3307,Công nghệ keo dán,2(2-1-0-4),2,3,TVL,,Adhesives technology,0.7
MS3308,Thí nghiệm keo dán,1(0-0-2-2),1,3,TVL,MS3307=,Lab of Adhesives,0.7
MS3309,Đồ án sản xuất vật liệu polyme,2(0-0-4-4),2,4,TVL,"CH3413,CH3421,ME2011",Polymer materials project,0.6
MS3310,An toàn lao động trong sản xuất vật liệu polyme và compozit,2(2-0-0-4),2,2,TVL,,Safety in polymer and composite materials production,0.7
MS3311,Phương pháp phân tích tính chất polyme,2(2-1-0-4),2,3,TVL,,Analytical methods of polymer,0.7
MS3312,Công nghệ vật liệu cao su,2(2-1-0-4),2,3,TVL,,Rubber technology,0.7
MS3313,Thí nghiệm vật liệu cao su,1(0-0-2-2),1,3,TVL,MS3312=,Lab of Rubber,0.7
MS3401,Thiết kế bao bì,2(1-2-0-4),2,3,TVL,,Package Design,0.7
MS3402,Kỹ thuật chế bản điện tử,2(2-1-0-6),2,3,TVL,,Digital Imaging,0.6
MS3403,Thí nghiệm chế bản điện tử,1(0-0-2-2),1,3,TVL,,Digital Imaging Lab.,0.7
MS3404,Kỹ thuật chế khuôn in,2(2-1-0-4),2,3,TVL,,Plate making,0.6
MS3405,Thí nghiệm chế khuôn,1(0-0-2-2),1,3,TVL,,Plate making Lab,0.7
MS3406,Kỹ thuật in offset,3(3-1-0-6),3,4,TVL,,Offset Printing,0.7
MS3407,Thí nghiệm in offset,1(0-0-2-2),1,3,TVL,,Offset Printing Lab,0.7
MS3408,Kỹ thuật gia công đóng sách,2(2-1-0-4),2,3,TVL,MS1400/CH2004,Book Binding and finsishing,0.7
MS3409,Tổ chức và quản lý sản xuất in,2(2-1-0-4),2,3,TVL,,Print production management,0.7
MS3410,Thiết bị và dụng cụ đo trong in,2(2-1-0-4),2,3,TVL,,Printing measurements & control instruments,0.7
MS3411,Kỹ thuật in flexo và in lõm,3(3-1-0-6),3,4,TVL,,Flexo and Gravure Printing,0.6
MS3412,Kỹ thuật chụp ảnh,2(2-1-0-4),2,3,TVL,,Photographic technology,0.7
MS3413,Công nghệ in,3(3-1-0-6),3,4,TVL,,Printing technology,0.7
MS3414,Thí nghiệm Công nghệ in,1(0-0-2-4),1,3,TVL,,Printing technology Lab,0.7
MS3415,Kỹ thuật đồ họa 2D,3(2-2-0-6),3,4,TVL,,2D graphics technique,0.7
MS3416,Kỹ thuật đồ họa 3D,2(2-1-0-4),2,3,TVL,,3D graphics technique,0.7
MS3417,Thí nghiệm đồ họa,1(0-0-2-4),1,3,TVL,,Graphic design Lab,0.7
MS3418,Truyền thông đa phương tiện,2(2-1-0-4),2,3,TVL,,Multimedia,0.7
MS3419,Kỹ thuật xử lý ảnh,2(2-1-0-6),2,3,TVL,,Image processing,0.7
MS3420,Thí nghiệm xử lý ảnh,1(0-0-2-2),1,3,TVL,,Image processing Lab,0.7
MS3421,Xuất bản điện tử,2(2-1-0-4),2,3,TVL,,Desktop publishing,0.7
MS4210,Linh kiện MEMS,2(2-0-1-4),2,3.5,TVL,MS3223,MEMS devices,0.7
MS4211,Điều khiển và Ghép nối thiết bị ngoại vi,2(2-0-1-4),2,3.5,TVL,,Programing and Interfacing for external equipment,0.7
MS4212,Mô phỏng và tính toán trong linh kiện vi điện tử,2(2-0-1-4),2,3.5,TVL,,Simulation of microelectronic devices,0.6
MS4213,Cảm biến và Thiết bị đo lường,2(2-0-1-4),2,3.5,TVL,,Sensors and Instrumentations,0.7
MS4214,Sản xuất linh kiện bán dẫn và kiểm soát quy trình,2(2-0-0-4),2,2,TVL,"MS3225,MS3223",Semiconductor manufacturing and process control,0.6
MS4215,Quang điện tử bán dẫn,2(2-0-1-4),2,3.5,TVL,"MS2220,MS2221",Semiconductor Optoelectronics,0.6
MS4216,Công nghệ hiển thị hình ảnh,2(2-0-1-4),2,3.5,TVL,,Display technology,0.7
MS4217,Thiết bị logic khả trình,2(2-0-0-4),2,2,TVL,MS3220,Programme Logic Devices - PLD,0.7
MS4218,Công nghệ màng mỏng,2(2-0-1-4),2,3.5,TVL,MS3223,Thin Films Technology,0.7
MS4219,Công nghệ nano trong chuyển đổi năng lượng,2(2-0-1-4),2,3.5,TVL,,Nanotechnology for energy conversion,0.7
MS4220,Công nghệ tích trữ năng lượng,2(2-0-0-4),2,2,TVL,,Energy storage technologies,0.7
MS4221,Linh kiện nano từ và spintronic,2(2-0-1-4),2,3.5,TVL,MS2220,Nanomagnetic and spintronic devices,0.7
MS4290,Thực tập kỹ thuật,2(0-0-4-8),2,4,TVL,"MS3214,MS3226",Engineering practices,0.6
MS4291,Đồ án tốt nghiệp,6(0-0-12-18),6,15,TVL,"MS3214,MS3226",Bachelor’s thesis,0.5
MS4292,Đồ án nghiên cứu,8(0-0-16-24),8,20,TVL,,Research-based Bachelor Thesis,0.5
MS4300,Polyme thân thiện môi trường,2(2-0-0-4),2,2,TVL,,Environmentally friendly polymer,0.7
MS4301,Thí nghiệm vật liệu polyme,1(0-0-2-2),1,3,TVL,MS4320=,Lab of Polymer materials,0.7
MS4302,Công nghệ vật liệu,2(2-1-0-4),2,3,TVL,,Polymer technology,0.7
MS4303,Thực hành chế tạo vật liệu polyme,2(0-0-4-4),2,6,TVL,,Polymer materials production practicum,0.7
MS4304,Đồ án chuyên ngành polyme I,3(0-0-6-6),3,6,TVL,,Polymer project I,0.6
MS4305,Cấu trúc và tính chất polyme,3(3-0-0-6),3,3,TVL,MS3311,Structure and properties of polymer,0.7
MS4306,Kiểm soát chất lượng sản phẩm polyme,3(3-0-0-6),3,3,TVL,MS3300,Product quality control,0.7
MS4307,Phân tích đặc trưng Polyme compozit,3(3-0-0-6),3,3,TVL,MS3311,Polymer composite characterization,0.7
MS4308,Thí nghiệm vật liệu polyme compozit,1(0-0-2-2),1,3,TVL,MS4310=,Polymer composite practicing,0.7
MS4309,Đồ án chuyên ngành vật liệu compozit I,3(0-0-6-6),3,6,TVL,,Specialized composite materials project I,0.6
MS4310,Công nghệ hoá học polyme blend,2(2-0-0-4),2,2,TVL,,Polymer blend,0.7
